Condition,Angle
DMSO,207.512
DMSO,206.565
DMSO,213.69
DMSO,180
DMSO,169.695
DMSO,189.782
DMSO,190.954
DMSO,267.455
DMSO,263.991
DMSO,257.593
DMSO,174.289
DMSO,125.311
DMSO,247.068
DMSO,246.251
DMSO,208.301
DMSO,199.179
DMSO,123.111
DMSO,116.565
DMSO,146.889
DMSO,130.601
DMSO,147.724
DMSO,172.875
DMSO,207.646
DMSO,190.539
DMSO,170.789
DMSO,173.991
DMSO,184.316
DMSO,177.879
DMSO,209.932
DMSO,210.7
DMSO,206.565
DMSO,175.711
DMSO,225
DMSO,227.49
DMSO,217.569
DMSO,29.055
DMSO,89.045
DMSO,52.253
DMSO,201.801
DMSO,104.036
DMSO,287.526
DMSO,263.418
DMSO,137.203
DMSO,143.31
DMSO,201.801
DMSO,201.801
DMSO,170.91
DMSO,281.004
DMSO,254.476
DMSO,255.964
DMSO,226.888
DMSO,228.731
DMSO,181.332
DMSO,171.87
DMSO,183.18
DMSO,210.256
DMSO,315
DMSO,332.904
DMSO,177.917
DMSO,176.1
DMSO,243.435
DMSO,197.7
DMSO,238.496
DMSO,172.235
DMSO,202.62
DMSO,246.161
DMSO,254.624
DMSO,296.565
DMSO,306.158
