Time,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30
45,-0.936,0.576,0.072,-0.432,0.624096,-0.072,0.959904,1.296,-0.240192,0.240192,0.203125,1.4625,1.1375,1.096875,-0.4875,1.05625,0.853125,1.746875,-0.08125,0.690625,,2.2011,2.751375,0.84368163,1.2656325,1.870935,1.7058525,1.1555775,0.770385,1.1555775
46,0.864,1.152,-0.288,0.336096,0.432,0.576,1.056096,0.612,0.336096,0,-0.365625,1.096875,0.89375,0.690625,0.65,1.015625,1.70625,0.975,0.65,1.178125,,1.3756875,1.8159075,1.06379163,0.8254125,0.8254125,1.9259625,1.2656325,1.8159075,0.88044
47,0.72,0.768096,0.576,1.247904,0.576,0.684,0.479808,1.044,0.624096,0.335808,-0.040625,1.54375,0.8125,-0.1625,0.5958225,0.365625,1.54375,1.665625,0,1.015625,,1.430715,1.650825,1.02725337,0.770385,1.2656325,1.1555775,0.6053025,1.1555775,1.1555775
48,1.224,0.191808,0.576,0.048096,0.432,0.504,0.192096,1.188,0.527904,0.480096,1.096875,1.178125,1.21875,0.040625,0.1083225,1.38125,1.015625,1.70625,1.625,0.853125,,1.430715,1.0455225,1.17384663,-0.22011,0.770385,1.3756875,1.430715,1.32066,1.870935
49,1.224,0.576,0.72,1.584,0.480096,-0.324,0.336096,1.368,0.624096,0.288,1.05625,0.1625,1.05625,0.528125,0.2166775,1.178125,1.421875,1.38125,0.65,1.4625,,0.7153575,0.22011,-0.07329663,1.10055,0.3851925,1.7058525,1.430715,0.8254125,0.88044
50,1.512,0.480096,0.216,0.72,0.432,0.216,0.671904,1.044,0.191808,0.527904,1.625,0.8125,0.975,0.73125,0.7583225,1.909375,1.665625,1.7875,0.89375,1.21875,,1.98099,1.76088,0.95373663,1.8159075,1.5957975,1.870935,1.10055,0.9354675,1.1555775
51,1.152,0.383904,0.72,1.103904,0.576,1.152,1.103904,-0.504,0.384192,0.288,0.365625,0.690625,1.4625,-1.1375,1.4625,0.73125,1.421875,0.4875,0.040625,0.771875,,1.32066,1.210605,2.38467174,1.8159075,1.0455225,1.5957975,0.8254125,1.76088,1.5957975
52,1.44,0.960192,-0.072,1.103904,0.72,0.684,2.496096,1.188,0.191808,-0.047808,-0.56875,0.56875,0.89375,-0.1625,0.5416775,1.015625,1.584375,0.8125,0.40625,1.503125,,0.3851925,0.990495,1.13708826,0.8254125,0.330165,1.98099,-0.330165,-0.4952475,1.32066
53,0.432,1.631808,0.576,1.008,0.623808,0.684,0.768096,0.216,0.432,-0.192096,0.40625,1.38125,1.05625,0.040625,0.5416775,1.05625,1.503125,1.21875,-0.56875,1.015625,,0.6053025,,0.14681337,1.3756875,0.770385,1.210605,0.66033,0.3851925,0.9354675
54,0.936,0,0.936,0.576,0.672192,0.9,1.391904,0.108,0.528192,-0.048096,-1.21875,1.421875,0.8125,0.446875,0.9208225,1.21875,0.975,1.584375,0.24375,1.015625,,0.6053025,,1.46747337,1.430715,0.990495,1.54077,1.32066,0.9354675,1.32066
55,1.224,1.152,0.432,1.296,0.815904,0.432,1.967904,0.54,-0.480096,0.432,-0.1625,0.8125,0.853125,0.24375,1.0833225,1.584375,2.071875,1.21875,0.89375,0.40625,,1.76088,,1.90747326,1.0455225,0.770385,1.54077,1.32066,0.88044,1.210605
56,0.576,0.768096,0.504,0.624096,-0.480096,1.332,-0.959904,1.224,0.527904,0.288,-0.89375,0.975,1.096875,0.446875,0.8666775,1.70625,0.690625,1.3,0.365625,1.178125,,,,2.16456174,1.32066,,0.7153575,0.6053025,,1.1555775
57,0.216,1.152,0.576,0.576,0.336096,0.504,0.815904,0.648,0.624096,-0.239904,-0.73125,1.21875,0.690625,0.690625,0.9208225,-0.934375,0.325,1.54375,0.89375,1.21875,,,,0.80692326,0.9354675,,1.210605,0.3851925,,1.2656325
58,1.368,0.095904,0.648,1.152,0.432,0.18,0.336096,0.324,0.527904,1.391904,-0.121875,1.1375,0.690625,1.178125,1.3,1.625,0.8125,1.70625,0.121875,1.4625,,,,1.54077,1.0455225,,1.10055,0.4952475,,1.7058525
59,0.792,0.576,0.36,2.304,0.72,0.612,0.144,0.936,0.864,0.576,-0.771875,1.3,0.73125,1.259375,1.5166775,1.828125,1.54375,1.746875,0.365625,-0.040625,,,,0.84390174,1.1555775,,0.66033,-0.3851925,,1.210605
60,0.792,0.480096,0.72,0.72,0.480096,0.252,-1.200096,0.576,0.672192,1.344096,-0.8125,0.56875,0.771875,1.21875,1.3541775,1.015625,0.690625,1.340625,0.365625,1.1375,,,,1.72412163,1.98099,,,,,
61,1.008,1.728,0.72,0.624096,0.479808,-0.252,0.816192,0.288,0.432,1.152,-0.690625,0.446875,0.1625,0.528125,0.65,1.4625,1.38125,1.70625,0.203125,1.4625,,,,1.32066,0.8254125,,,,,
62,-0.216,0.768096,0.288,1.152,-0.144,1.26,0.144,0.72,0.864,2.111904,0.609375,-0.365625,0.203125,0.8125,0.9208225,1.015625,1.584375,0.325,-0.203125,1.178125,,,,0.69708837,1.5957975,,,,,
63,0.072,0.288,0.72,1.535904,0.528192,1.008,0.288,0.72,0.911808,1.344096,0.56875,-0.203125,0.56875,0.4875,1.0291775,0.4875,1.05625,0.690625,0.771875,1.584375,,,,1.650825,1.8159075,,,,,
64,1.008,0.767808,0.504,0.048096,0.479808,0.324,0.671904,0.648,-0.335808,1.679904,1.05625,1.096875,0.934375,1.178125,1.029145,0.609375,0.8125,1.4625,1.015625,0.771875,,,,1.17384663,1.210605,,,,,
65,0.72,1.632096,0.216,0.767808,0.816192,0.72,0.095904,0.612,0.576,-0.191808,1.421875,1.1375,0.40625,1.05625,1.1375,0.203125,0.853125,0.690625,0.934375,0.853125,,,,0.47697837,,,,,,
66,0.072,0.095904,0.144,0.768096,0.432,0.504,0.192096,0.576,0.815904,1.487808,1.3,1.665625,0.690625,0.528125,1.0291775,0.446875,1.584375,0.40625,0.609375,1.584375,,,,0,,,,,,
67,0.72,1.152,0.576,0.527904,0.911808,0.36,0.815904,0.792,0.576,0.768096,1.3,1.421875,1.38125,1.3,1.1375,1.4625,1.096875,1.096875,0.4875,1.503125,,,,,,,,,,
68,-0.144,0.480096,0.648,1.776096,0.768096,0.504,0.912096,0.504,0.527904,-0.048096,1.340625,1.421875,1.178125,0.609375,1.5166775,1.503125,0.8125,1.421875,0.8125,1.21875,,,,,,,,,,
69,-0.144,0.576,0.72,1.488096,1.056096,0.792,0.624096,0,0.336096,0.768096,1.828125,1.259375,1.21875,1.05625,0.2708225,0.446875,1.096875,0.975,1.746875,0.65,,,,,,,,,,
70,0.432,0.480096,0.864,0.72,-0.192096,0.72,1.247904,0.648,0.480096,1.008,1.3,1.015625,1.259375,1.86875,0.8666775,1.015625,0.975,0.56875,1.7875,0.203125,,,,,,,,,,
71,0.216,0.959904,0.432,0.767808,0.480096,-0.18,0.815904,0.288,0.623808,1.152,1.38125,0.934375,0.203125,0.8125,0.8125,0.65,0.89375,0.284375,1.21875,0.975,,,,,,,,,,
72,0.864,0.480096,0.936,0.528192,0.527904,0.036,0.816192,0.972,0.576,1.344096,1.096875,0.8125,0.528125,1.21875,1.029145,1.340625,0.89375,1.015625,0.771875,1.38125,,,,,,,,,,
73,0.72,1.055808,0.432,0.767808,0.72,-0.324,1.44,0.36,0.336096,1.584,1.584375,0.040625,0.325,-0.040625,0.7041775,1.096875,0.89375,1.178125,0.89375,0.975,,,,,,,,,,
74,1.08,0.960192,0.72,1.392192,0.624096,0.468,1.152,0.972,0.864,1.296,1.86875,0.203125,0.975,0.89375,2.7083225,0.690625,1.015625,0.934375,2.153125,1.178125,,,,,,,,,,
75,0.648,0.576,1.296,1.199808,0.527904,0.864,1.247904,1.08,0.72,1.487808,1.421875,0.690625,1.178125,0.853125,0,0.8125,0.690625,1.4625,1.665625,0.975,,,,,,,,,,
76,1.152,1.535904,1.44,0.432,0.624096,0.468,2.208096,0.468,1.247904,0.864,0.771875,0.325,2.071875,0.934375,1.408355,-0.24375,1.015625,1.340625,1.1375,-0.284375,,,,,,,,,,
77,0.936,-0.383904,1.44,1.008,0.335808,0.9,1.919808,0.72,0.960192,0.048096,1.421875,0.446875,1.340625,1.421875,0.054145,0.853125,1.3,1.625,1.665625,-0.771875,,,,,,,,,,
78,1.512,0.671904,0.864,0.864,0.432,0.36,0.816192,0.144,0.72,0.624096,1.05625,0.853125,3.0875,1.503125,0.8125,1.828125,1.1375,2.275,1.05625,0,,,,,,,,,,
79,1.152,0.671904,0.936,0.960192,0.384192,0.432,0.911808,0.504,0.959904,0.576,1.096875,1.1375,1.05625,1.625,1.895855,0.853125,1.178125,1.86875,2.1125,0.24375,,,,,,,,,,
80,1.512,0.672192,0.72,1.247904,0.288,1.44,-0.144,0.612,0.864,0.432,1.05625,0.1625,0.771875,0.934375,1.1375,0.40625,0.89375,1.096875,1.38125,-0.040625,,,,,,,,,,
81,1.08,0.576,0.504,1.152,0.671904,1.44,-0.144,0.828,0.192096,0.671904,0.8125,0.934375,0.89375,0.528125,2.0583225,0.89375,1.1375,0.73125,0.446875,1.746875,,,,,,,,,,
82,0.216,0,0.72,0.912096,0.480096,2.16,-0.623808,1.224,0.815904,0.480096,0.446875,0.771875,0.934375,1.259375,0.3791775,1.05625,1.38125,0.771875,1.096875,1.746875,,,,,,,,,,
83,0.576,1.152,0.648,0.432,0.288,1.836,-0.048096,1.224,0.624096,1.055808,1.584375,0.121875,1.38125,1.909375,0,1.625,0.73125,1.340625,0.325,0,,,,,,,,,,
84,0.792,1.152,0.72,1.008,0.767808,2.268,0.624096,0.072,0.479808,1.152,1.584375,0.24375,1.015625,1.421875,-0.2166775,1.38125,0.08125,0.934375,0.40625,0.528125,,,,,,,,,,
85,0.504,1.152,0.648,1.919808,-0.335808,-1.368,2.016,0.72,0.960192,0.816192,1.4625,0.56875,1.05625,0.528125,0.7041775,1.015625,1.665625,1.86875,0.975,1.178125,,,,,,,,,,
86,1.656,1.535904,1.152,2.016,0.815904,0.684,2.543904,1.08,0.432,1.872,0.771875,0.934375,1.503125,1.3,0.4333225,1.584375,0.853125,0.975,1.096875,0,,,,,,,,,,
87,1.152,0,0.936,1.968192,0.671904,0.432,2.928096,0.936,0.527904,1.247904,1.38125,1.4625,1.340625,1.54375,0.8666775,1.625,0.89375,1.421875,1.05625,0.609375,,,,,,,,,,
88,1.44,0.671904,1.224,1.823904,0.528192,0.144,2.543904,1.548,1.103904,0.768096,1.05625,2.153125,1.7875,1.828125,1.2458225,1.625,0.690625,1.4625,1.421875,0.771875,,,,,,,,,,
89,1.152,1.056096,0.72,0.959904,0.144,0.036,0.624096,1.296,1.200096,0.815904,1.3,1.86875,0.4875,2.35625,1.6791775,1.096875,0.975,0.528125,1.503125,0.690625,,,,,,,,,,
90,0.936,1.632096,1.224,1.152,0.479808,1.008,1.247904,1.584,1.391904,0.144,0.89375,1.05625,0.73125,2.19375,1.679145,1.70625,0.690625,1.259375,1.096875,1.7875,,,,,,,,,,
91,0.72,1.823904,0.864,1.392192,0.384192,0.72,2.064096,1.368,1.248192,0.480096,1.421875,1.178125,0.934375,1.584375,1.408355,1.21875,0.975,0.8125,1.3,1.828125,,,,,,,,,,
92,0.936,1.44,1.08,1.247904,0.432,0.72,0.864,0.972,1.343808,0.479808,1.015625,0.934375,1.015625,0.24375,0.4333225,0.975,1.421875,0.528125,1.05625,1.909375,,,,,,,,,,
93,0.648,1.632096,1.08,1.344096,0.479808,1.296,1.391904,1.224,1.44,0.576,1.503125,1.05625,0.975,1.95,0.3791775,1.21875,0.203125,1.503125,0.690625,2.153125,,,,,,,,,,
94,0.864,1.728,1.296,1.487808,-0.288,1.296,0.959904,0.756,1.200096,0.72,0.8125,1.625,0.284375,-0.040625,0.866645,1.584375,0.65,0.934375,1.584375,0.325,,,,,,,,,,
95,1.152,0,1.656,1.344096,0.528192,1.656,1.008,0.9,1.296,0.72,0.528125,0.934375,0.4875,1.3,0.975,0.690625,0.609375,0.934375,1.096875,2.396875,,,,,,,,,,
96,0.288,-0.288,1.152,1.823904,0.432,1.08,1.200096,1.332,1.44,0.864,0.853125,0.73125,0.8125,0.934375,1.3,0.609375,0.65,0.89375,1.05625,0.690625,,,,,,,,,,
97,0.792,2.016,1.44,2.016,0.432,1.188,1.200096,0.684,1.152,1.200096,0.975,1.096875,0.609375,0,1.0291775,1.05625,1.21875,1.21875,1.259375,1.015625,,,,,,,,,,
98,0.792,1.055808,1.224,1.248192,0.047808,1.44,1.343808,0.684,1.200096,1.103904,0.325,1.421875,1.015625,0.8125,0.8125,1.54375,1.015625,2.1125,1.340625,0.203125,,,,,,,,,,
99,1.152,0.288,1.512,1.103904,0.768096,1.44,1.920096,0.684,1.487808,0.864,0.40625,1.178125,1.259375,0.853125,1.5166775,-0.40625,0.56875,1.259375,1.015625,1.21875,,,,,,,,,,
100,1.008,1.344096,0.864,0.864,0.624096,1.296,0.815904,0.648,1.056096,0.624096,1.259375,1.70625,0.89375,0.65,1.191645,1.096875,0.853125,0.40625,0.690625,1.015625,,,,,,,,,,
101,1.224,0.095904,0.864,0.239904,1.152,1.152,0.672192,1.332,1.391904,0.192096,0.365625,1.259375,0.771875,0.934375,1.1916775,0.771875,1.178125,1.259375,0.4875,0.4875,,,,,,,,,,
102,1.008,0.096192,0.72,0.912096,0.623808,1.512,0.671904,0.828,1.104192,1.008,0.284375,0.1625,1.340625,1.38125,0.3791775,0.8125,1.259375,1.340625,0.853125,1.015625,,,,,,,,,,
103,0,0.671904,1.152,-0.048096,0.432,1.152,0.576,0.864,1.055808,0.72,0.528125,1.178125,1.1375,0.73125,0.704145,-0.446875,1.1375,1.4625,0.73125,1.421875,,,,,,,,,,
104,0.864,0.671904,1.08,0.432,0.816192,1.044,0.768096,0.792,0.480096,1.728,0.528125,1.015625,1.015625,0.89375,0.920855,0.121875,1.665625,1.21875,0.89375,2.884375,,,,,,,,,,
105,-0.072,1.344096,1.152,0.576,0.911808,1.008,0.767808,2.052,0.671904,0.576,0.40625,1.70625,1.990625,1.05625,0.866645,1.38125,1.21875,1.3,1.178125,2.640625,,,,,,,,,,
106,1.8,1.44,1.224,0.192096,0.864,1.404,0.912096,0.576,0.816192,0.623808,0.40625,0.609375,0.975,1.909375,0.3791775,-0.08125,0.24375,1.096875,1.096875,2.6,,,,,,,,,,
107,1.224,2.784096,1.152,1.152,0.960192,1.008,0.624096,0.756,0.911808,1.104192,0.365625,0.8125,1.21875,1.828125,1.0291775,0.65,1.3,1.096875,1.70625,1.990625,,,,,,,,,,
108,0.864,0.959904,0.864,0.72,1.535904,1.044,0.767808,0.864,0.912096,1.008,0.65,0.8125,2.7625,1.21875,0.4333225,0.89375,2.4375,2.396875,1.54375,1.05625,,,,,,,,,,
109,0.72,0.959904,0.864,0.576,0.095904,0.972,0.864,1.152,0.912096,2.448,0.73125,0.853125,0.8125,0.365625,0.975,1.746875,2.803125,3.33125,0.365625,2.234375,,,,,,,,,,
110,0.576,0.576,0.576,0.959904,1.488096,1.188,0.432,0.9,0.72,2.687904,1.178125,1.3,1.421875,2.19375,1.4625,1.421875,1.178125,0.690625,0.203125,2.234375,,,,,,,,,,
111,0.936,1.920096,1.08,0.864,1.728,1.44,1.200096,1.08,0.864,1.920096,0.975,1.340625,0.690625,1.746875,0.325,1.3,1.86875,2.559375,0.771875,2.234375,,,,,,,,,,
112,1.008,1.535904,0.648,0.624096,1.632096,0.864,1.103904,-0.108,0.864,0.959904,0.89375,1.70625,1.584375,-1.3,1.3541775,1.70625,1.625,1.909375,0.934375,1.7875,,,,,,,,,,
113,1.44,2.592,0.648,0.383904,1.679904,1.044,1.488096,,0.767808,2.111904,0.609375,1.178125,1.259375,1.95,0.704145,1.178125,2.153125,2.1125,0.40625,2.559375,,,,,,,,,,
114,1.656,1.344096,0.504,-0.288,1.488096,0.576,1.488096,,0.72,1.728,0.975,0.89375,1.421875,-0.040625,1.1375,1.909375,2.234375,1.584375,0.365625,1.54375,,,,,,,,,,
115,0.648,1.823904,1.224,0.816192,1.343808,1.224,1.103904,,0.960192,1.776096,0.446875,1.178125,1.340625,1.38125,0.7041775,1.665625,1.3,2.071875,0.771875,1.625,,,,,,,,,,
116,1.656,1.344096,1.08,0.479808,1.488096,0.648,1.008,,0.576,1.535904,0.365625,1.4625,1.4625,2.925,1.0833225,0.203125,1.70625,0.853125,0.65,2.478125,,,,,,,,,,
117,1.008,1.056096,1.008,0.576,1.247904,0.684,0.815904,,0.432,0.576,0.73125,1.421875,1.21875,2.84375,0.975,1.05625,2.7625,2.478125,0.65,,,,,,,,,,,
118,0.216,0.576,0.864,0.384192,1.056096,0.972,-0.239904,,1.199808,1.104192,0.325,0.56875,1.015625,2.03125,1.408355,1.665625,1.21875,1.340625,0.528125,,,,,,,,,,,
119,0.936,1.919808,0.432,0.527904,1.488096,0.756,,,1.776096,0.815904,0.8125,1.096875,0.975,2.35625,1.191645,1.259375,2.803125,1.503125,0.446875,,,,,,,,,,,
120,1.656,1.056096,0.576,0.288,1.247904,0.864,,,1.008,1.967904,0.4875,2.071875,2.721875,1.746875,1.570855,1.38125,1.54375,1.38125,0.771875,,,,,,,,,,,
121,1.224,0.768096,0.72,0.383904,1.103904,0.288,,,0.768096,0.912096,1.625,1.1375,,0.771875,1.4083225,,,,1.178125,,,,,,,,,,,
122,1.152,1.055808,0.936,0.816192,0.816192,0.936,,,0.911808,0.768096,1.38125,1.3,,0.1625,1.8958225,,,,0.8125,,,,,,,,,,,
123,1.152,0.864,0.576,0.288,0.767808,0.756,,,1.104192,0.191808,1.340625,1.421875,,1.421875,0.5416775,,,,2.153125,,,,,,,,,,,
124,1.296,0.864,0.72,0.576,1.008,1.08,,,0.864,0.72,1.625,1.1375,,2.35625,1.8958225,,,,0.73125,,,,,,,,,,,
125,0.72,1.152,0.432,1.391904,0.912096,-0.18,,,0.671904,1.200096,0.975,1.178125,,1.421875,1.0291775,,,,1.38125,,,,,,,,,,,
126,1.8,1.056096,0.36,0.624096,0.959904,0.972,,,0.671904,0.288,2.1125,1.178125,,1.990625,0.975,,,,0.975,,,,,,,,,,,
127,0.216,1.152,0.36,1.103904,0.864,1.404,,,0.288,1.200096,1.096875,0.975,,2.071875,-0.2708225,,,,1.38125,,,,,,,,,,,
128,1.296,2.304,0.504,0.959904,,1.656,,,0.528192,-0.048096,1.096875,0.975,,1.746875,1.7333225,,,,0.934375,,,,,,,,,,,
129,-0.072,0.095904,1.224,0.72,,0.684,,,1.199808,1.920096,1.70625,0.975,,1.909375,0.7583225,,,,2.03125,,,,,,,,,,,
130,0.504,1.056096,0.144,1.344096,,0.036,,,0.672192,0.911808,1.86875,0.4875,,1.909375,1.1375,,,,1.665625,,,,,,,,,,,
131,0.216,0.288,0.936,1.296,,0.18,,,0.383904,1.056096,1.421875,1.21875,,2.35625,1.1916775,,,,1.70625,,,,,,,,,,,
132,0.936,1.247904,0.936,1.152,,0.756,,,0.671904,1.056096,2.071875,0.528125,,2.1125,1.6791775,,,,1.38125,,,,,,,,,,,
133,-0.216,0.960192,0.936,,,1.152,,,0.816192,0.815904,2.803125,,,1.38125,,,,,1.3,,,,,,,,,,,
134,0.216,0.959904,1.008,,,1.044,,,0.815904,0.383904,1.7875,,,1.665625,,,,,2.803125,,,,,,,,,,,
135,0.288,1.632096,1.152,,,1.188,,,0.72,0.72,2.803125,,,1.096875,,,,,1.990625,,,,,,,,,,,
136,0.288,-0.096192,0.936,,,0.54,,,0.383904,1.008,1.70625,,,1.38125,,,,,2.234375,,,,,,,,,,,
137,1.152,-0.191808,0.72,,,0.9,,,0.480096,0.864,1.746875,,,,,,,,1.746875,,,,,,,,,,,
138,0.504,0.479808,,,,0.972,,,0.671904,1.008,1.7875,,,,,,,,1.340625,,,,,,,,,,,
139,1.584,0.384192,,,,1.044,,,0.576,0.624096,3.0875,,,,,,,,1.503125,,,,,,,,,,,
140,,0.576,,,,0.684,,,,0.912096,1.54375,,,,,,,,2.478125,,,,,,,,,,,
141,,1.055808,,,,1.224,,,,0.479808,1.909375,,,,,,,,2.35625,,,,,,,,,,,
142,,0.960192,,,,1.836,,,,0.528192,0.89375,,,,,,,,1.178125,,,,,,,,,,,
143,,1.152,,,,1.44,,,,0.72,2.315625,,,,,,,,2.234375,,,,,,,,,,,
144,,0.383904,,,,,,,,0.432,1.340625,,,,,,,,1.259375,,,,,,,,,,,
145,,0.576,,,,,,,,0.959904,,,,,,,,,1.7875,,,,,,,,,,,
146,,0.671904,,,,,,,,0.768096,,,,,,,,,1.70625,,,,,,,,,,,
147,,0.480096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
