condition,Angle
intact_TL2_7-10-41,117.255
intact_TL2_7-10-42,218.019
intact_TL2_7-10-43,264.92
intact_TL2_7-10-44,244.654
intact_TL2_7-10-45,92.862
intact_TL2_7-10-46,320.856
intact_TL2_7-10-47,282.68
intact_TL2_7-10-48,216.634
intact_TL2_7-10-49,227.603
intact_TL2_7-10-50,50.906
intact_TL2_7-10-51,188.276
intact_TL2_7-10-52,85.601
intact_TL2_7-10-53,72.553
intact_TL2_7-10-54,350.049
intact_TL2_7-10-55,348.69
intact_TL2_7-10-56,322.815
intact_TL2_7-10-57,347.005
intact_TL2_7-10-58,70.821
intact_TL2_7-10-59,83.991
intact_TL2_7-10-60,292.249
intact_TL2_7-10-61,132.709
intact_TL2_7-10-62,93.814
intact_TL2_7-10-63,102.653
intact_TL2_7-10-64,102.995
intact_TL2_7-10-65,270
intact_TL2_7-10-66,234.782
intact_TL2_7-10-67,232.431
intact_TL2_7-10-68,199.747
intact_TL2_7-10-69,244.231
intact_TL2_7-10-70,101.634
intact_TL2_7-10-71,56.976
intact_TL2_7-10-72,177.797
intact_TL2_7-10-73,157.38
intact_TL2_7-10-74,132.709
intact_TL2_7-10-75,120.141
intact_TL2_7-10-76,112.479
intact_TL2_7-10-77,125.311
intact_TL2_7-10-78,138.945
intact_TL2_7-10-79,241.928
intact_TL2_7-10-80,140.826
intact_TL2_7-10-81,232.943
intact_TL2_7-10-82,180
intact_TL2_7-10-83,265.914
intact_TL2_7-10-84,223.025
intact_TL2_7-10-85,168.166
intact_TL2_7-10-86,192.011
intact_TL2_7-10-87,170.395
intact_TL2_7-10-88,196.535
intact_TL2_7-10-89,184.844
intact_TL2_7-10-90,306.87
intact_TL2_7-10-91,237.771
intact_TL2_7-10-92,81.469
intact_TL2_7-10-93,9.462
intact_TL2_7-10-94,345.174
intact_TL2_7-10-95,278.746
intact_TL2_7-10-96,145.008
intact_TL2_7-10-97,228.013
intact_TL2_7-10-98,242.7
intact_TL2_7-10-99,213.179
intact_TL1_7-10-19,202.891
intact_TL1_7-10-20,134.293
intact_TL1_7-10-21,102.804
intact_TL1_7-10-22,100.713
intact_TL1_7-10-23,189.462
intact_TL1_7-10-24,223.025
intact_TL1_7-10-25,254.745
intact_TL1_7-10-26,209.745
intact_TL1_7-10-27,265.914
intact_TL1_7-10-28,48.652
intact_TL1_7-10-29,273.013
intact_TL1_7-10-30,264.806
intact_TL1_7-10-31,188.746
intact_TL1_7-10-32,203.962
intact_TL1_7-10-33,145.784
intact_TL1_7-10-34,160.017
intact_TL1_7-10-35,183.633
intact_TL1_7-10-36,138.18
intact_TL1_7-10-37,202.62
intact_TL1_7-10-38,264.289
intact_TL1_7-10-39,253.142
intact_TL1_7-10-40,223.55
intact_TL1_7-10-41,272.161
intact_TL1_7-10-42,78.111
intact_TL1_7-10-43,271.637
intact_TL1_7-10-44,211.329
intact_TL1_7-10-45,197.354
intact_TL1_7-10-46,233.616
intact_TL1_7-10-47,168.366
intact_TL1_7-10-48,175.601
intact_TL1_7-10-49,149.744
intact_TL1_7-10-50,214.563
intact_TL1_7-10-51,215.538
intact_TL1_7-10-52,78.857
intact_TL1_7-10-53,75.174
intact_TL1_7-10-54,90
intact_TL1_7-10-55,267.955
intact_TL1_7-10-56,247.891
intact_TL1_7-10-57,271.332
intact_TL1_7-10-58,270
intact_TL1_7-10-59,90.939
intact_TL1_7-10-60,155.095
intact_TL1_7-10-61,33.996
intact_TL1_7-10-62,181.79
intact_TL1_7-10-63,227.49
intact_TL1_7-10-64,178.452
intact_TL1_7-10-65,205.017
intact_TL1_7-10-66,201.801
intact_TL1_7-10-67,221.009
intact_TL1_7-10-68,260.538
intact_TL1_7-10-69,236.706
intact_TL1_7-10-70,212.276
intact_TL1_7-10-71,172.875
intact_TL1_7-10-72,163.301
intact_TL1_7-10-73,140.389
intact_TL1_7-10-74,95.194
intact_TL1_7-10-75,90
intact_TL1_7-10-76,198.435
intact_TL1_7-10-77,186.34
intact_TL1_7-10-78,159.146
intact_TL1_7-10-79,261.87
intact_TL1_7-10-80,244.359
intact_TL1_7-10-81,213.024
intact_TL1_7-10-82,172.648
intact_TL1_7-10-83,168.311
intact_TL1_7-10-84,180
intact_TL1_7-10-85,45.939
intact_TL1_7-10-86,185.194
intact_TL1_7-10-87,202.62
intact_TL1_7-10-88,229.399
intact_TL1_7-10-89,187.125
intact_TL1_7-10-90,177.955
intact_TL1_7-10-91,103.241
intact_TL1_7-10-92,119.476
intact_TL1_7-10-93,129.289
intact_TL1_7-10-94,139.399
intact_TL1_7-10-95,204.775
intact_TL1_7-10-96,219.806
intact_TL1_7-10-97,260.218
intact_TL1_7-10-98,121.504
intact_TL1_7-10-99,128.66
intact_TL1_7-10-100,96.34
intact_TL1_7-10-101,315
intact_TL1_7-10-102,341.917
intact_TL1_7-10-103,163.301
intact_TL1_7-10-104,192.804
intact_TL1_7-10-105,153.435
intact_TL1_7-10-106,220.972
